rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2007TIIN01,Teemu Tiinanen,-1,4.440,3.860,4.030,3.960,3.860,4.140
2,2007HELL01,Otto von Hellens,10.220,6.210,6.340,6.520,5.550,5.550,6.360
3,2008JUKK01,Konsta Jukka,7.800,9.210,7.590,6.130,7.150,6.130,7.510
4,2007PYSS01,Okko Pyssysalo,-1,7.630,8.000,9.780,12.520,7.630,10.100
5,,Hilma Pyssysalo,11.030,10.960,12.860,14.110,11.720,10.960,11.870
6,,Joona Pohja,14.000,25.630,14.810,11.500,18.080,11.500,15.630
