rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2006BUUS01,Henrik Buus Aagaard,33.690,38.080,-1,-2,-2,33.690,-2
2,2007PERG01,Olivér Perge,-1,-1,33.940,-2,-2,33.940,-2
3,2007LUTH01,Mats Luthman,50.750,89.090,89.410,-2,-2,50.750,76.420
4,2006JOHA01,Erik Johansson,-1,52.800,96.030,-2,-2,52.800,-2
5,2007LUND01,Daniel Lundwall,-1,-1,-1,-2,-2,-1,-2
5,2004KRIG01,Gunnar Krig,-1,-1,-1,-2,-2,-1,-2
5,2007GOUL01,Joey Gouly,-1,-1,-1,-2,-2,-1,-2
