rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2007HOLM02,Tommy Holm,4.220,3.000,-1,4.050,2.930,2.930,3.760
2,2005GUST01,Kenneth Gustavsson,4.580,4.800,4.410,6.150,5.000,4.410,4.790
3,2008RUND01,Johannes Rundberg,4.860,7.710,5.710,6.580,5.090,4.860,5.790
4,2009BLOM01,Oskar Johansson Blom,8.220,5.750,7.410,5.080,4.130,4.130,6.080
5,2009SERT01,Kadir Sertcanli,9.660,3.930,4.910,14.250,3.330,3.330,6.170
