rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2007PERD01,Antoine Perdereau,84.900,-2,-2,-2,-2,84.900,-2
2,2007DUSS01,Gaël Dusser,127.200,-2,-2,-2,-2,127.200,-2
3,2004GALL02,Clément Gallet,328.300,-2,-2,-2,-2,328.300,-2
4,2008POTR01,Guillain Potron,760.000,-2,-2,-2,-2,760.000,-2
