rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2004GALL02,Clément Gallet,23.060,-2,-2,-2,-2,23.060,-2
2,2005UGEL01,Geir Ugelstad,28.690,-2,-2,-2,-2,28.690,-2
3,2003POCH01,Stefan Pochmann,-1,-2,-2,-2,-2,-1,-2
