rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2005ASPE01,Lennart Aspelin,9.930,8.150,11.900,10.340,8.840,8.150,9.700
2,2005AKKE01,Erik Akkersdijk,9.210,9.610,8.900,-1,14.060,8.900,10.960
3,2005GUST01,Kenneth Gustavsson,7.560,-1,15.720,11.660,7.470,7.470,11.650
4,2007RUND01,Jonas Rundberg,15.910,13.000,11.850,-1,13.520,11.850,14.140
5,2006JOHA01,Erik Johansson,19.220,19.970,17.470,14.430,20.270,14.430,18.890
