rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2004GALL02,Clément Gallet,-1,-2,-2,-2,-2,-1,-2
1,2004ZIJD01,Hans van der Zijden,-1,-2,-2,-2,-2,-1,-2
