rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2008HANK01,Kanneti Sae Han,8.580,-1,10.590,9.250,5.800,5.800,9.470
2,2008COUR01,François Courtès,16.860,14.880,22.280,16.220,19.750,14.880,17.610
3,2007DUSS01,Gaël Dusser,9.930,13.460,-1,13.610,27.220,9.930,18.100
4,2007LEMO01,Laetitia Lemoine,28.000,64.020,23.510,39.880,25.430,23.510,31.100
