rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2005PARL01,Chris Parlette,19.260,10.200,13.500,-2,-2,10.200,14.320
2,2003PATT01,Richard Patterson,36.990,38.690,38.690,-2,-2,36.990,38.120
3,2005DAYN01,Nathaniel Day,62.600,42.560,40.390,-2,-2,40.390,48.520
4,2005GREE02,Peter Greenwood,72.850,45.730,62.600,-2,-2,45.730,60.390
