rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2004KRIG01,Gunnar Krig,19.840,17.930,40.300,-2,-2,17.930,26.020
2,2004KRIG02,Kåre Krig,31.930,23.000,30.800,-2,-2,23.000,28.580
3,2005GUST01,Kenneth Gustavsson,-1,29.520,19.660,-2,-2,19.660,-1
