rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2005ANGO01,Carlos Angosto Hernández,305.300,161.040,-2,-2,-2,161.040,-2
2,2005PARI01,Javier París,261.640,296.920,-2,-2,-2,261.640,-2
3,2005TOLE01,Alexandre Toledo Guillén,-1,789.000,-2,-2,-2,789.000,-2
