rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2007LAIR01,Johannes Laire,2.520,5.770,2.910,-1,6.470,2.520,5.050
2,2005GUST01,Kenneth Gustavsson,5.910,4.750,5.530,5.800,5.550,4.750,5.630
3,2007TIIN01,Teemu Tiinanen,6.840,7.020,6.000,6.530,5.080,5.080,6.460
4,2003LARS01,Anders Larsson,8.520,11.660,-1,8.030,10.560,8.030,10.250
5,2005GUST02,Tommy Gustavsson,29.770,17.190,18.750,19.400,12.660,12.660,18.450
6,2007HELL01,Otto von Hellens,-1,-1,6.210,4.720,5.160,4.720,-1
