rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2004KRIG01,Gunnar Krig,10.170,32.110,10.600,8.240,9.490,8.240,10.090
2,2005KOCZ01,István Kocza,14.770,16.040,17.690,14.420,14.460,14.420,15.090
3,2005GUST01,Kenneth Gustavsson,17.280,29.630,-1,24.290,28.250,17.280,27.390
4,2005GUST02,Tommy Gustavsson,59.080,20.440,19.790,33.350,34.650,19.790,29.480
