rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2009BIRD01,Chris Bird,6.340,14.710,24.720,18.630,17.220,6.340,16.850
2,2009LEST01,Aaron Lester,36.410,17.840,42.800,27.130,55.500,17.840,35.450
3,2006ADAM01,Arthur Adams,194.270,58.210,46.030,-1,71.530,46.030,108.000
4,2006CORR01,Devin Corr-Robinett,111.970,144.280,38.750,-1,69.330,38.750,108.530
