rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2008YOUN02,Michael Young,54.880,40.500,49.750,61.190,51.380,40.500,52.000
2,2008LIUE01,Edward Liu,81.680,34.910,69.560,83.400,76.750,34.910,76.000
3,2008XIAN01,Neil Xia,87.440,79.770,119.170,58.830,71.770,58.830,79.660
4,2010PARK01,Aric Parkinson,142.430,163.080,243.810,-1,188.550,142.430,198.480
