rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2004KRIG01,Gunnar Krig,23.630,24.950,26.160,29.260,25.590,23.630,25.570
2,2004BERG01,Mattias Berglund,24.980,29.240,41.950,32.200,28.230,24.980,29.890
3,2004KRIG02,Kåre Krig,27.850,25.210,41.930,34.210,33.530,25.210,31.860
4,2004HERM01,Daniel Hermansson,32.520,36.060,32.900,34.710,31.530,31.530,33.380
5,2004FRED01,Gustav Fredell,31.460,34.530,30.380,38.140,51.630,30.380,34.710
