rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2005GUST01,Kenneth Gustavsson,6.610,-1,6.750,5.210,5.830,5.210,6.400
2,2003LARS01,Anders Larsson,7.840,9.080,13.960,-1,7.720,7.720,10.290
3,2007RUND01,Jonas Rundberg,14.910,12.060,13.360,15.530,17.590,12.060,14.600
4,2006JOHA01,Erik Johansson,15.610,17.340,13.430,15.030,12.710,12.710,14.690
