rank,wcaID,name,attempt1,attempt2,attempt3,attempt4,attempt5,best,average
1,2008SIMO02,Nicolò Simone,40.610,42.660,-2,-2,-2,40.610,-2
2,2009BOSI01,Alberto Bosia,110.560,70.080,-2,-2,-2,70.080,-2
3,2009SANT01,Simone Santarsiero,113.470,87.810,-2,-2,-2,87.810,-2
4,2009ROTA01,Marco Rota,176.650,168.160,-2,-2,-2,168.160,-2
